1988.65384615  83.5362546958
1989.47115385  50.0286461058
1990.625  55.7306040127
1992.40384615  90.5797775943
1992.69230769  177.827941004
1992.69230769  273.841963426
1993.02884615  321.967844425
1993.41346154  239.279917343
1994.75961538  349.115193717
1994.75961538  598.885433492
1995.43269231  1027.35076818
1995.72115385  410.469838044
1996.15384615  922.239565104
1996.15384615  973.377380904
1996.34615385  667.142718041
1996.34615385  1382.37222736
1996.875  1810.55824303
1997.35576923  1274.87836177
1997.45192308  1762.35644057
1997.59615385  827.882590628
1997.64423077  1459.02421563
1998.89423077  3554.52235561
1999.18269231  2308.24152676
1999.18269231  1144.4419008
1999.47115385  2713.89943121
1999.51923077  1860.07840181
2000.19230769  3367.78028307
2000.67307692  4782.85814165
2001.10576923  5473.70326288
2001.20192308  6264.33536657
2001.68269231  4293.51021008
2001.77884615  6264.33536657
2002.40384615  9389.79801048
2002.83653846  8659.6432336
2002.88461538  9389.79801048
2003.41346154  10181.5172172
2003.50961538  11341.944035
2003.65384615  13335.2143216
2004.80769231  18938.4202733
2004.80769231  16548.1709994
2004.80769231  21096.9051341
2005.76923077  17000.7761882
2005.86538462  21096.9051341
2006.875  18938.4202733
2006.92307692  21096.9051341
2006.97115385  35226.9465147
2007.06730769  23501.4008461
2007.78846154  31622.7766017
2007.83653846  14074.6466334
2008.17307692  20535.2502646
####
2009.3    36600   # Xeon W5580
2009.5    21100   # Opteron 2435
2009.7    37700   # Xeon W5590
2010.3    42000   # Xeon X5680
2010.5    25800   # Opteron 4184
####
2011.16   46000.7
2011.32   39000.4
2011.9    33000.6
2012.40   31000.8
2012.41   59000.0
2012.9    33000.7
2013.8    59000.6
2014.16   59000.9
2014.8    66000.4
2014.81   65000.4
2014.82   66000.1
2016.33   73900.2
2017.58   77900.2
2017.59   83600.3
2019.3    90900.2
2019.8    78300.4
2020.1    99000
2020.2    97200
2021.3    105300
