1971.875  2.30824152676
1972.30769231  3.55452235561
1974.32692308  6.09756235221
1979.56730769  29.1637757405
1982.30769231  135.772714211
1985.91346154  273.841963426
1986.25  109.411381058
1988.65384615  121.881418484
1989.47115385  1207.90074743
1990.57692308  1207.90074743
1992.40384615  1207.90074743
1992.69230769  3105.90022362
1992.69230769  1113.97385999
1993.02884615  1715.43789634
1993.41346154  3105.90022362
1993.41346154  922.239565104
1994.71153846  1910.95297497
1994.71153846  2788.12666541
1995.43269231  9646.61619911
1995.72115385  3105.90022362
1996.15384615  5473.70326288
1996.34615385  6792.52507006
1996.34615385  3651.74127255
1996.44230769  4293.51021008
1996.82692308  9646.61619911
1997.35576923  5473.70326288
1997.45192308  3554.52235561
1997.54807692  8896.4911282
1997.64423077  7566.6953714
1998.89423077  15261.3780258
1999.13461538  9389.79801048
1999.18269231  6978.3058486
1999.47115385  9389.79801048
1999.47115385  21673.9216957
2000.19230769  22266.7201035
2000.67307692  28387.3596476
2000.67307692  37180.2666391
2001.10576923  29163.7757405
2001.20192308  42550.6550247
2001.68269231  25482.9674798
2001.82692308  37180.2666391
2002.40384615  55730.6040127
2002.78846154  38197.1754928
2002.88461538  220673.406908
2003.41346154  151247.254531
2003.50961538  54246.9093701
2003.65384615  106498.563535
2004.80769231  125214.968907
2004.80769231  106498.563535
2004.80769231  273841.963426
2005.72115385  232909.659246
2005.81730769  112403.866377
2005.96153846  305052.789027
2006.05769231  115478.198469
2006.875  378551.524926
2006.875  155383.983127
2006.92307692  245824.406892
2006.97115385  296931.48482
2006.97115385  582941.534714
2007.06730769  151247.254531
2007.64423077  582941.534714
2007.74038462  232909.659246
2007.78846154  805842.187761
2007.83653846  115478.198469
2007.98076923  509367.521678
2008.22115385  445079.406236
2008.46153846  410469.838044
2009.18269231  457252.669897
2009.27884615  784388.558145
2009.66346154  2308241.52676
2009.71153846  1910952.97497
2010.19230769  410469.838044
2010.38461538  1309747.2643
####
2011.16   1170000
2011.32   2600000
2011.9    1200000
2012.40   2400000
2012.41   2300000
2012.7    2100000
2012.9    1200000
2013.4    5000000
2013.8    4300000
2014.16   4300000
2014.5    4200000
2014.8    2600000
2014.81   3800000
2014.82   5700000
2016.33   7200000
2016.67   8000000
2017.5    19200000
2018.4    8000000
2018.5    21100000
2019.3    8000000
2019.8    39500000
2020.1    30400000
2020.9    16000000
2021.8    57000000
2021.9    58200000
2021.9    55000000
